时间,交易笔数
"2013-12-07 00:00","67712",
"2013-12-08 00:00","47477",
"2013-12-09 00:00","63625",
"2013-12-10 00:00","67623",
"2013-12-11 00:00","67305",
"2013-12-12 00:00","58219",
"2013-12-13 00:00","60115",
"2013-12-14 00:00","54057",
"2013-12-15 00:00","52308",
"2013-12-16 00:00","69382",
"2013-12-17 00:00","67740",
"2013-12-18 00:00","81510",
"2013-12-19 00:00","70278",
"2013-12-20 00:00","65083",
"2013-12-21 00:00","56083",
"2013-12-22 00:00","52897",
"2013-12-23 00:00","54267",
"2013-12-24 00:00","55865",
"2013-12-25 00:00","55428",
"2013-12-26 00:00","51276",
"2013-12-27 00:00","52674",
"2013-12-28 00:00","48009",
"2013-12-29 00:00","51325",
"2013-12-30 00:00","55613",
"2013-12-31 00:00","48847",
"2014-01-01 00:00","43070",
"2014-01-02 00:00","54770",
"2014-01-03 00:00","60980",
"2014-01-04 00:00","52052",
"2014-01-05 00:00","58662",
"2014-01-06 00:00","67358",
"2014-01-07 00:00","62911",
"2014-01-08 00:00","61439",
"2014-01-09 00:00","59031",
"2014-01-10 00:00","54166",
"2014-01-11 00:00","55856",
"2014-01-12 00:00","50537",
"2014-01-13 00:00","53461",
"2014-01-14 00:00","57378",
"2014-01-15 00:00","61612",
"2014-01-16 00:00","56703",
"2014-01-17 00:00","59026",
"2014-01-18 00:00","51573",
"2014-01-19 00:00","48005",
"2014-01-20 00:00","63003",
"2014-01-21 00:00","72577",
"2014-01-22 00:00","65835",
"2014-01-23 00:00","63576",
"2014-01-24 00:00","65600",
"2014-01-25 00:00","53864",
"2014-01-26 00:00","53582",
"2014-01-27 00:00","64374",
"2014-01-28 00:00","65762",
"2014-01-29 00:00","59682",
"2014-01-30 00:00","60799",
"2014-01-31 00:00","60269",
"2014-02-01 00:00","54838",
"2014-02-02 00:00","52483",
"2014-02-03 00:00","57600",
"2014-02-04 00:00","69799",
"2014-02-05 00:00","67529",
"2014-02-06 00:00","70160",
"2014-02-07 00:00","70514",
"2014-02-08 00:00","65009",
"2014-02-09 00:00","56579",
"2014-02-10 00:00","66850",
"2014-02-11 00:00","67229",
"2014-02-12 00:00","62126",
"2014-02-13 00:00","67339",
"2014-02-14 00:00","74889",
"2014-02-15 00:00","61896",
"2014-02-16 00:00","57531",
"2014-02-17 00:00","60853",
"2014-02-18 00:00","65408",
"2014-02-19 00:00","70142",
"2014-02-20 00:00","71144",
"2014-02-21 00:00","69390",
"2014-02-22 00:00","58673",
"2014-02-23 00:00","60074",
"2014-02-24 00:00","73796",
"2014-02-25 00:00","80082",
"2014-02-26 00:00","73176",
"2014-02-27 00:00","70859",
"2014-02-28 00:00","70290",
"2014-03-01 00:00","63402",
"2014-03-02 00:00","56635",
"2014-03-03 00:00","81264",
"2014-03-04 00:00","84600",
"2014-03-05 00:00","72392",
"2014-03-06 00:00","70527",
"2014-03-07 00:00","72345",
"2014-03-08 00:00","64590",
"2014-03-09 00:00","62161",
"2014-03-10 00:00","70884",
"2014-03-11 00:00","76204",
"2014-03-12 00:00","76339",
"2014-03-13 00:00","72805",
"2014-03-14 00:00","70615",
"2014-03-15 00:00","60308",
"2014-03-16 00:00","59332",
"2014-03-17 00:00","66396",
"2014-03-18 00:00","54142",
"2014-03-19 00:00","73804",
"2014-03-20 00:00","71002",
"2014-03-21 00:00","73091",
"2014-03-22 00:00","66673",
"2014-03-23 00:00","57811",
"2014-03-24 00:00","70983",
"2014-03-25 00:00","71883",
"2014-03-26 00:00","68315",
"2014-03-27 00:00","71719",
"2014-03-28 00:00","67079",
"2014-03-29 00:00","53270",
"2014-03-30 00:00","56853",
"2014-03-31 00:00","65042",
"2014-04-01 00:00","64136",
"2014-04-02 00:00","66913",
"2014-04-03 00:00","67024",
"2014-04-04 00:00","65692",
"2014-04-05 00:00","55795",
"2014-04-06 00:00","50010",
"2014-04-07 00:00","65810",
"2014-04-08 00:00","67841",
"2014-04-09 00:00","65153",
"2014-04-10 00:00","68027",
"2014-04-11 00:00","65732",
"2014-04-12 00:00","47740",
"2014-04-13 00:00","51168",
"2014-04-14 00:00","70219",
"2014-04-15 00:00","72809",
"2014-04-16 00:00","68594",
"2014-04-17 00:00","65190",
"2014-04-18 00:00","56996",
"2014-04-19 00:00","53515",
"2014-04-20 00:00","49043",
"2014-04-21 00:00","58110",
"2014-04-22 00:00","78042",
"2014-04-23 00:00","73954",
"2014-04-24 00:00","72694",
"2014-04-25 00:00","72650",
"2014-04-26 00:00","52175",
"2014-04-27 00:00","52629",
"2014-04-28 00:00","64546",
"2014-04-29 00:00","65057",
"2014-04-30 00:00","63638",
"2014-05-01 00:00","59658",
"2014-05-02 00:00","59981",
"2014-05-03 00:00","54157",
"2014-05-04 00:00","51769",
"2014-05-05 00:00","67763",
"2014-05-06 00:00","77228",
"2014-05-07 00:00","69825",
"2014-05-08 00:00","68937",
"2014-05-09 00:00","66293",
"2014-05-10 00:00","56416",
"2014-05-11 00:00","52590",
"2014-05-12 00:00","74418",
"2014-05-13 00:00","69357",
"2014-05-14 00:00","69808",
"2014-05-15 00:00","74893",
"2014-05-16 00:00","65433",
"2014-05-17 00:00","53511",
"2014-05-18 00:00","49912",
"2014-05-19 00:00","64094",
"2014-05-20 00:00","71520",
"2014-05-21 00:00","68905",
"2014-05-22 00:00","73343",
"2014-05-23 00:00","72810",
"2014-05-24 00:00","52872",
"2014-05-25 00:00","57566",
"2014-05-26 00:00","67007",
"2014-05-27 00:00","68524",
"2014-05-28 00:00","72338",
"2014-05-29 00:00","65362",
"2014-05-30 00:00","65127",
"2014-05-31 00:00","52172",
"2014-06-01 00:00","55222",
"2014-06-02 00:00","64434",
"2014-06-03 00:00","69695",
"2014-06-04 00:00","65054",
"2014-06-05 00:00","66945",
"2014-06-06 00:00","62342",
"2014-06-07 00:00","51210",
"2014-06-08 00:00","48308",
"2014-06-09 00:00","59875",
"2014-06-10 00:00","63316",
"2014-06-11 00:00","62827",
"2014-06-12 00:00","64744",
"2014-06-13 00:00","64739",
"2014-06-14 00:00","53596",
"2014-06-15 00:00","53916",
"2014-06-16 00:00","68262",
"2014-06-17 00:00","70077",
"2014-06-18 00:00","63888",
"2014-06-19 00:00","62454",
"2014-06-20 00:00","57381",
"2014-06-21 00:00","51173",
"2014-06-22 00:00","50104",
"2014-06-23 00:00","60216",
"2014-06-24 00:00","64883",
"2014-06-25 00:00","64397",
"2014-06-26 00:00","61432",
"2014-06-27 00:00","62966",
"2014-06-28 00:00","54392",
"2014-06-29 00:00","49094",
"2014-06-30 00:00","70231",
"2014-07-01 00:00","69443",
"2014-07-02 00:00","66728",
"2014-07-03 00:00","62849",
"2014-07-04 00:00","59494",
"2014-07-05 00:00","49954",
"2014-07-06 00:00","52139",
"2014-07-07 00:00","64686",
"2014-07-08 00:00","70117",
"2014-07-09 00:00","68518",
"2014-07-10 00:00","64605",
"2014-07-11 00:00","59077",
"2014-07-12 00:00","53454",
"2014-07-13 00:00","52417",
"2014-07-14 00:00","62761",
"2014-07-15 00:00","72316",
"2014-07-16 00:00","65571",
"2014-07-17 00:00","66233",
"2014-07-18 00:00","64062",
"2014-07-19 00:00","59553",
"2014-07-20 00:00","52001",
"2014-07-21 00:00","64190",
"2014-07-22 00:00","66858",
"2014-07-23 00:00","66883",
"2014-07-24 00:00","66276",
"2014-07-25 00:00","61498",
"2014-07-26 00:00","56333",
"2014-07-27 00:00","51991",
"2014-07-28 00:00","64744",
"2014-07-29 00:00","61607",
"2014-07-30 00:00","66153",
"2014-07-31 00:00","69761",
"2014-08-01 00:00","67915",
"2014-08-02 00:00","54989",
"2014-08-03 00:00","53621",
"2014-08-04 00:00","67847",
"2014-08-05 00:00","72823",
"2014-08-06 00:00","80402",
"2014-08-07 00:00","69913",
"2014-08-08 00:00","68297",
"2014-08-09 00:00","60599",
"2014-08-10 00:00","57913",
"2014-08-11 00:00","75575",
"2014-08-12 00:00","76982",
"2014-08-13 00:00","75738",
"2014-08-14 00:00","79082",
"2014-08-15 00:00","73193",
"2014-08-16 00:00","67974",
"2014-08-17 00:00","60223",
"2014-08-18 00:00","72758",
"2014-08-19 00:00","74740",
"2014-08-20 00:00","73842",
"2014-08-21 00:00","73164",
"2014-08-22 00:00","66998",
"2014-08-23 00:00","57593",
"2014-08-24 00:00","56695",
"2014-08-25 00:00","69894",
"2014-08-26 00:00","72660",
"2014-08-27 00:00","74581",
"2014-08-28 00:00","68628",
"2014-08-29 00:00","68614",
"2014-08-30 00:00","61214",
"2014-08-31 00:00","57755",
"2014-09-01 00:00","70383",
"2014-09-02 00:00","71909",
"2014-09-03 00:00","71868",
"2014-09-04 00:00","70810",
"2014-09-05 00:00","68038",
"2014-09-06 00:00","63369",
"2014-09-07 00:00","60352",
"2014-09-08 00:00","75766",
"2014-09-09 00:00","81812",
"2014-09-10 00:00","72558",
"2014-09-11 00:00","66026",
"2014-09-12 00:00","68384",
"2014-09-13 00:00","61246",
"2014-09-14 00:00","67655",
"2014-09-15 00:00","78666",
"2014-09-16 00:00","87234",
"2014-09-17 00:00","80305",
"2014-09-18 00:00","77364",
"2014-09-19 00:00","69437",
"2014-09-20 00:00","63482",
"2014-09-21 00:00","59800",
"2014-09-22 00:00","73289",
"2014-09-23 00:00","77283",
"2014-09-24 00:00","74974",
"2014-09-25 00:00","78523",
"2014-09-26 00:00","72555",
"2014-09-27 00:00","63138",
"2014-09-28 00:00","62440",
"2014-09-29 00:00","77924",
"2014-09-30 00:00","78006",
"2014-10-01 00:00","78779",
"2014-10-02 00:00","72086",
"2014-10-03 00:00","75094",
"2014-10-04 00:00","66632",
"2014-10-05 00:00","67330",
"2014-10-06 00:00","78049",
"2014-10-07 00:00","79069",
"2014-10-08 00:00","78818",
"2014-10-09 00:00","82789",
"2014-10-10 00:00","81058",
"2014-10-11 00:00","65020",
"2014-10-12 00:00","63509",
"2014-10-13 00:00","77942",
"2014-10-14 00:00","81364",
"2014-10-15 00:00","76257",
"2014-10-16 00:00","75737",
"2014-10-17 00:00","70839",
"2014-10-18 00:00","66477",
"2014-10-19 00:00","63255",
"2014-10-20 00:00","82700",
"2014-10-21 00:00","81651",
"2014-10-22 00:00","79987",
"2014-10-23 00:00","80638",
"2014-10-24 00:00","77906",
"2014-10-25 00:00","72515",
"2014-10-26 00:00","70762",
"2014-10-27 00:00","83977",
"2014-10-28 00:00","87980",
"2014-10-29 00:00","93667",
"2014-10-30 00:00","92622",
"2014-10-31 00:00","85703",
"2014-11-01 00:00","69591",
"2014-11-02 00:00","77170",
"2014-11-03 00:00","90351",
"2014-11-04 00:00","87617",
"2014-11-05 00:00","89460",
"2014-11-06 00:00","94296",
"2014-11-07 00:00","83957",
"2014-11-08 00:00","72717",
"2014-11-09 00:00","72212",
"2014-11-10 00:00","88994",
"2014-11-11 00:00","85618",
"2014-11-12 00:00","95579",
"2014-11-13 00:00","92958",
"2014-11-14 00:00","86307",
"2014-11-15 00:00","73242",
"2014-11-16 00:00","76009",
"2014-11-17 00:00","88354",
"2014-11-18 00:00","87524",
"2014-11-19 00:00","85271",
"2014-11-20 00:00","89388",
"2014-11-21 00:00","82179",
"2014-11-22 00:00","74725",
"2014-11-23 00:00","77283",
"2014-11-24 00:00","85807",
"2014-11-25 00:00","86134",
"2014-11-26 00:00","85111",
"2014-11-27 00:00","84682",
"2014-11-28 00:00","85912",
"2014-11-29 00:00","79098",
"2014-11-30 00:00","85013",
"2014-12-01 00:00","97623",
"2014-12-02 00:00","99419",
"2014-12-03 00:00","99348",
"2014-12-04 00:00","98348",
"2014-12-05 00:00","90900",
"2014-12-06 00:00","81230",
"2014-12-07 00:00","74792",
"2014-12-08 00:00","90746",
"2014-12-09 00:00","90220",
"2014-12-10 00:00","88798",
"2014-12-11 00:00","84005",
"2014-12-12 00:00","81297",
"2014-12-13 00:00","76207",
"2014-12-14 00:00","79703",
"2014-12-15 00:00","94459",
"2014-12-16 00:00","101064",
"2014-12-17 00:00","98444",
"2014-12-18 00:00","95207",
"2014-12-19 00:00","95405",
"2014-12-20 00:00","86901",
"2014-12-21 00:00","78963",
"2014-12-22 00:00","96511",
"2014-12-23 00:00","99469",
"2014-12-24 00:00","82347",
"2014-12-25 00:00","67918",
"2014-12-26 00:00","76198",
"2014-12-27 00:00","76814",
"2014-12-28 00:00","75715",
"2014-12-29 00:00","83447",
"2014-12-30 00:00","85049",
"2014-12-31 00:00","77411",
"2015-01-01 00:00","59344",
"2015-01-02 00:00","79287",
"2015-01-03 00:00","82227",
"2015-01-04 00:00","85694",
"2015-01-05 00:00","95585",
"2015-01-06 00:00","87821",
"2015-01-07 00:00","89916",
"2015-01-08 00:00","107132",
"2015-01-09 00:00","102275",
"2015-01-10 00:00","104874",
"2015-01-11 00:00","90630",
"2015-01-12 00:00","98969",
"2015-01-13 00:00","102309",
"2015-01-14 00:00","104765",
"2015-01-15 00:00","120390",
"2015-01-16 00:00","104699",
"2015-01-17 00:00","90499",
"2015-01-18 00:00","83186",
"2015-01-19 00:00","98485",
"2015-01-20 00:00","98925",
"2015-01-21 00:00","96959",
"2015-01-22 00:00","93698",
"2015-01-23 00:00","92011",
"2015-01-24 00:00","83557",
"2015-01-25 00:00","86558",
"2015-01-26 00:00","108181",
"2015-01-27 00:00","99393",
"2015-01-28 00:00","85232",
"2015-01-29 00:00","90879",
"2015-01-30 00:00","81199",
"2015-01-31 00:00","86312",
"2015-02-01 00:00","78994",
"2015-02-02 00:00","85987",
"2015-02-03 00:00","91793",
"2015-02-04 00:00","90814",
"2015-02-05 00:00","86567",
"2015-02-06 00:00","85705",
"2015-02-07 00:00","85699",
"2015-02-08 00:00","82679",
"2015-02-09 00:00","104758",
"2015-02-10 00:00","102975",
"2015-02-11 00:00","97048",
"2015-02-12 00:00","87427",
"2015-02-13 00:00","113660",
"2015-02-14 00:00","98773",
"2015-02-15 00:00","85267",
"2015-02-16 00:00","104632",
"2015-02-17 00:00","102988",
"2015-02-18 00:00","105719",
"2015-02-19 00:00","94552",
"2015-02-20 00:00","98714",
"2015-02-21 00:00","87827",
"2015-02-22 00:00","84942",
"2015-02-23 00:00","101515",
"2015-02-24 00:00","105125",
"2015-02-25 00:00","105394",
"2015-02-26 00:00","100817",
"2015-02-27 00:00","101474",
"2015-02-28 00:00","89632",
"2015-03-01 00:00","88728",
"2015-03-02 00:00","104937",
"2015-03-03 00:00","110981",
"2015-03-04 00:00","98529",
"2015-03-05 00:00","101115",
"2015-03-06 00:00","93869",
"2015-03-07 00:00","91505",
"2015-03-08 00:00","87527",
"2015-03-09 00:00","105536",
"2015-03-10 00:00","105541",
"2015-03-11 00:00","100765",
"2015-03-12 00:00","97095",
"2015-03-13 00:00","96036",
"2015-03-14 00:00","89511",
"2015-03-15 00:00","84934",
"2015-03-16 00:00","105218",
"2015-03-17 00:00","99561",
"2015-03-18 00:00","99607",
"2015-03-19 00:00","106297",
"2015-03-20 00:00","103532",
"2015-03-21 00:00","92836",
"2015-03-22 00:00","90586",
"2015-03-23 00:00","106019",
"2015-03-24 00:00","92927",
"2015-03-25 00:00","97138",
"2015-03-26 00:00","101181",
"2015-03-27 00:00","99491",
"2015-03-28 00:00","87374",
"2015-03-29 00:00","90516",
"2015-03-30 00:00","106355",
"2015-03-31 00:00","115111",
"2015-04-01 00:00","119343",
"2015-04-02 00:00","112070",
"2015-04-03 00:00","104546",
"2015-04-04 00:00","89651",
"2015-04-05 00:00","95023",
"2015-04-06 00:00","107449",
"2015-04-07 00:00","108714",
"2015-04-08 00:00","110751",
"2015-04-09 00:00","116620",
"2015-04-10 00:00","112826",
"2015-04-11 00:00","99429",
"2015-04-12 00:00","86999",
"2015-04-13 00:00","115407",
"2015-04-14 00:00","110150",
"2015-04-15 00:00","107606",
"2015-04-16 00:00","99046",
"2015-04-17 00:00","102755",
"2015-04-18 00:00","97709",
"2015-04-19 00:00","91134",
"2015-04-20 00:00","116746",
"2015-04-21 00:00","112502",
"2015-04-22 00:00","111878",
"2015-04-23 00:00","109838",
"2015-04-24 00:00","108776",
"2015-04-25 00:00","98465",
"2015-04-26 00:00","92999",
"2015-04-27 00:00","113775",
"2015-04-28 00:00","113193",
"2015-04-29 00:00","117260",
"2015-04-30 00:00","112958",
"2015-05-01 00:00","99560",
"2015-05-02 00:00","95102",
"2015-05-03 00:00","84602",
"2015-05-04 00:00","104000",
"2015-05-05 00:00","115348",
"2015-05-06 00:00","111733",
"2015-05-07 00:00","111125",
"2015-05-08 00:00","109145",
"2015-05-09 00:00","94716",
"2015-05-10 00:00","89409",
"2015-05-11 00:00","111374",
"2015-05-12 00:00","110101",
"2015-05-13 00:00","108858",
"2015-05-14 00:00","101584",
"2015-05-15 00:00","105160",
"2015-05-16 00:00","90686",
"2015-05-17 00:00","87162",
"2015-05-18 00:00","98578",
"2015-05-19 00:00","107346",
"2015-05-20 00:00","106888",
"2015-05-21 00:00","98302",
"2015-05-22 00:00","102770",
"2015-05-23 00:00","86279",
"2015-05-24 00:00","94044",
"2015-05-25 00:00","106086",
"2015-05-26 00:00","108384",
"2015-05-27 00:00","108089",
"2015-05-28 00:00","110980",
"2015-05-29 00:00","124052",
"2015-05-30 00:00","127801",
"2015-05-31 00:00","98784",
"2015-06-01 00:00","128696",
"2015-06-02 00:00","128207",
"2015-06-03 00:00","127600",
"2015-06-04 00:00","118346",
"2015-06-05 00:00","110201",
"2015-06-06 00:00","92696",
"2015-06-07 00:00","83627",
"2015-06-08 00:00","108173",
"2015-06-09 00:00","121638",
"2015-06-10 00:00","131279",
"2015-06-11 00:00","120624",
"2015-06-12 00:00","126945",
"2015-06-13 00:00","105843",
"2015-06-14 00:00","103036",
"2015-06-15 00:00","129389",
"2015-06-16 00:00","121541",
"2015-06-17 00:00","133122",
"2015-06-18 00:00","124929",
"2015-06-19 00:00","125222",
"2015-06-20 00:00","102012",
"2015-06-21 00:00","96654",
"2015-06-22 00:00","119345",
"2015-06-23 00:00","125560",
"2015-06-24 00:00","113093",
"2015-06-25 00:00","111468",
"2015-06-26 00:00","116432",
"2015-06-27 00:00","106004",
"2015-06-28 00:00","99145",
"2015-06-29 00:00","124180",
"2015-06-30 00:00","155869",
"2015-07-01 00:00","144112",
"2015-07-02 00:00","142153",
"2015-07-03 00:00","129719",
"2015-07-04 00:00","104582",
"2015-07-05 00:00","115084",
"2015-07-06 00:00","174070",
"2015-07-07 00:00","190747",
"2015-07-08 00:00","201747",
"2015-07-09 00:00","191163",
"2015-07-10 00:00","193020",
"2015-07-11 00:00","186200",
"2015-07-12 00:00","208685",
"2015-07-13 00:00","159695",
"2015-07-14 00:00","122618",
"2015-07-15 00:00","115570",
"2015-07-16 00:00","114387",
"2015-07-17 00:00","116906",
"2015-07-18 00:00","130695",
"2015-07-19 00:00","120887",
"2015-07-20 00:00","125258",
"2015-07-21 00:00","133785",
"2015-07-22 00:00","131259",
"2015-07-23 00:00","109620",
"2015-07-24 00:00","109918",
"2015-07-25 00:00","100544",
"2015-07-26 00:00","92776",
"2015-07-27 00:00","115226",
"2015-07-28 00:00","118350",
"2015-07-29 00:00","143200",
"2015-07-30 00:00","123577",
"2015-07-31 00:00","147503",
"2015-08-01 00:00","147481",
"2015-08-02 00:00","103600",
"2015-08-03 00:00","119844",
"2015-08-04 00:00","132547",
"2015-08-05 00:00","133758",
"2015-08-06 00:00","134838",
"2015-08-07 00:00","111345",
"2015-08-08 00:00","101512",
"2015-08-09 00:00","90534",
"2015-08-10 00:00","116841",
"2015-08-11 00:00","114741",
"2015-08-12 00:00","117898",
"2015-08-13 00:00","117507",
"2015-08-14 00:00","111255",
"2015-08-15 00:00","94944",
"2015-08-16 00:00","89498",
"2015-08-17 00:00","115049",
"2015-08-18 00:00","119798",
"2015-08-19 00:00","120151",
"2015-08-20 00:00","118230",
"2015-08-21 00:00","113792",
"2015-08-22 00:00","105665",
"2015-08-23 00:00","94529",
"2015-08-24 00:00","125368",
"2015-08-25 00:00","121973",
"2015-08-26 00:00","122852",
"2015-08-27 00:00","120079",
"2015-08-28 00:00","120385",
"2015-08-29 00:00","107489",
"2015-08-30 00:00","98339",
"2015-08-31 00:00","127260",
"2015-09-01 00:00","130410",
"2015-09-02 00:00","150066",
"2015-09-03 00:00","128682",
"2015-09-04 00:00","103973",
"2015-09-05 00:00","124218",
"2015-09-06 00:00","106293",
"2015-09-07 00:00","125467",
"2015-09-08 00:00","125379",
"2015-09-09 00:00","126457",
"2015-09-10 00:00","124951",
"2015-09-11 00:00","180002",
"2015-09-12 00:00","137740",
"2015-09-13 00:00","146048",
"2015-09-14 00:00","166715",
"2015-09-15 00:00","162999",
"2015-09-16 00:00","167269",
"2015-09-17 00:00","259279",
"2015-09-18 00:00","161504",
"2015-09-19 00:00","114851",
"2015-09-20 00:00","109158",
"2015-09-21 00:00","131679",
"2015-09-22 00:00","136784",
"2015-09-23 00:00","131400",
"2015-09-24 00:00","125367",
"2015-09-25 00:00","128166",
"2015-09-26 00:00","115622",
"2015-09-27 00:00","108749",
"2015-09-28 00:00","138570",
"2015-09-29 00:00","140664",
"2015-09-30 00:00","139848",
"2015-10-01 00:00","134327",
"2015-10-02 00:00","139746",
"2015-10-03 00:00","119567",
"2015-10-04 00:00","103531",
"2015-10-05 00:00","125548",
"2015-10-06 00:00","144510",
"2015-10-07 00:00","134931",
"2015-10-08 00:00","140348",
"2015-10-09 00:00","114644",
"2015-10-10 00:00","127005",
"2015-10-11 00:00","104550",
"2015-10-12 00:00","134410",
"2015-10-13 00:00","134878",
"2015-10-14 00:00","141985",
"2015-10-15 00:00","153495",
"2015-10-16 00:00","143286",
"2015-10-17 00:00","135911",
"2015-10-18 00:00","119706",
"2015-10-19 00:00","143969",
"2015-10-20 00:00","146349",
"2015-10-21 00:00","150199",
"2015-10-22 00:00","147402",
"2015-10-23 00:00","143468",
"2015-10-24 00:00","140128",
"2015-10-25 00:00","131488",
"2015-10-26 00:00","116400",
"2015-10-27 00:00","153740",
"2015-10-28 00:00","160175",
"2015-10-29 00:00","161062",
"2015-10-30 00:00","166695",
"2015-10-31 00:00","155400",
"2015-11-01 00:00","152488",
"2015-11-02 00:00","172108",
"2015-11-03 00:00","186362",
"2015-11-04 00:00","204198",
"2015-11-05 00:00","182809",
"2015-11-06 00:00","166893",
"2015-11-07 00:00","151497",
"2015-11-08 00:00","132550",
"2015-11-09 00:00","159836",
"2015-11-10 00:00","161962",
"2015-11-11 00:00","158929",
"2015-11-12 00:00","157847",
"2015-11-13 00:00","154827",
"2015-11-14 00:00","150474",
"2015-11-15 00:00","143369",
"2015-11-16 00:00","158316",
"2015-11-17 00:00","156688",
"2015-11-18 00:00","165269",
"2015-11-19 00:00","154483",
"2015-11-20 00:00","155774",
"2015-11-21 00:00","151035",
"2015-11-22 00:00","129659",
"2015-11-23 00:00","145272",
"2015-11-24 00:00","152324",
"2015-11-25 00:00","151861",
"2015-11-26 00:00","164671",
"2015-11-27 00:00","160235",
"2015-11-28 00:00","165676",
"2015-11-29 00:00","129850",
"2015-11-30 00:00","182648",
"2015-12-01 00:00","178112",
"2015-12-02 00:00","183523",
"2015-12-03 00:00","164774",
"2015-12-04 00:00","173586",
"2015-12-05 00:00","186194",
"2015-12-06 00:00","179712",
"2015-12-07 00:00","192830",
"2015-12-08 00:00","195221",
"2015-12-09 00:00","220323",
"2015-12-10 00:00","212036",
"2015-12-11 00:00","210259",
"2015-12-12 00:00","204141",
"2015-12-13 00:00","189914",
"2015-12-14 00:00","231477",
"2015-12-15 00:00","223998",
"2015-12-16 00:00","220420",
"2015-12-17 00:00","216297",
"2015-12-18 00:00","213847",
"2015-12-19 00:00","213876",
"2015-12-20 00:00","193847",
"2015-12-21 00:00","229444",
"2015-12-22 00:00","222717",
"2015-12-23 00:00","221075",
"2015-12-24 00:00","210228",
"2015-12-25 00:00","180383",
"2015-12-26 00:00","179363",
"2015-12-27 00:00","160271",
"2015-12-28 00:00","173129",
"2015-12-29 00:00","184618",
"2015-12-30 00:00","176447",
"2015-12-31 00:00","155362",
"2016-01-01 00:00","124092",
"2016-01-02 00:00","149038",
"2016-01-03 00:00","142608",
"2016-01-04 00:00","181354",
"2016-01-05 00:00","182371",
"2016-01-06 00:00","172090",
"2016-01-07 00:00","190234",
"2016-01-08 00:00","181407",
"2016-01-09 00:00","179968",
"2016-01-10 00:00","161317",
"2016-01-11 00:00","191196",
"2016-01-12 00:00","194874",
"2016-01-13 00:00","188131",
"2016-01-14 00:00","183182",
"2016-01-15 00:00","183642",
"2016-01-16 00:00","191300",
"2016-01-17 00:00","204128",
"2016-01-18 00:00","213905",
"2016-01-19 00:00","186858",
"2016-01-20 00:00","209071",
"2016-01-21 00:00","222743",
"2016-01-22 00:00","213683",
"2016-01-23 00:00","190400",
"2016-01-24 00:00","201425",
"2016-01-25 00:00","222150",
"2016-01-26 00:00","230523",
"2016-01-27 00:00","229677",
"2016-01-28 00:00","225025",
"2016-01-29 00:00","224394",
"2016-01-30 00:00","194794",
"2016-01-31 00:00","176045",
"2016-02-01 00:00","222398",
"2016-02-02 00:00","241722",
"2016-02-03 00:00","191224",
"2016-02-04 00:00","200661",
"2016-02-05 00:00","225488",
"2016-02-06 00:00","224156",
"2016-02-07 00:00","212190",
"2016-02-08 00:00","224755",
"2016-02-09 00:00","231240",
"2016-02-10 00:00","235527",
"2016-02-11 00:00","220934",
"2016-02-12 00:00","202527",
"2016-02-13 00:00","184675",
"2016-02-14 00:00","186088",
"2016-02-15 00:00","220349",
"2016-02-16 00:00","215940",
"2016-02-17 00:00","227235",
"2016-02-18 00:00","212979",
"2016-02-19 00:00","217436",
"2016-02-20 00:00","215728",
"2016-02-21 00:00","206617",
"2016-02-22 00:00","237696",
"2016-02-23 00:00","244748",
"2016-02-24 00:00","224927",
"2016-02-25 00:00","216290",
"2016-02-26 00:00","203635",
"2016-02-27 00:00","182177",
"2016-02-28 00:00","233436",
"2016-02-29 00:00","265320",
"2016-03-01 00:00","277094",
"2016-03-02 00:00","270206",
"2016-03-03 00:00","221652",
"2016-03-04 00:00","207485",
"2016-03-05 00:00","234992",
"2016-03-06 00:00","161739",
"2016-03-07 00:00","183255",
"2016-03-08 00:00","200298",
"2016-03-09 00:00","190388",
"2016-03-10 00:00","188726",
"2016-03-11 00:00","189816",
"2016-03-12 00:00","168013",
"2016-03-13 00:00","149803",
"2016-03-14 00:00","191341",
"2016-03-15 00:00","202426",
"2016-03-16 00:00","211992",
"2016-03-17 00:00","208319",
"2016-03-18 00:00","206022",
"2016-03-19 00:00","177478",
"2016-03-20 00:00","178143",
"2016-03-21 00:00","199006",
"2016-03-22 00:00","205208",
"2016-03-23 00:00","186808",
"2016-03-24 00:00","190094",
"2016-03-25 00:00","172309",
"2016-03-26 00:00","159049",
"2016-03-27 00:00","160266",
"2016-03-28 00:00","196080",
"2016-03-29 00:00","197409",
"2016-03-30 00:00","201028",
"2016-03-31 00:00","206476",
"2016-04-01 00:00","211922",
"2016-04-02 00:00","183503",
"2016-04-03 00:00","178429",
"2016-04-04 00:00","208929",
"2016-04-05 00:00","216176",
"2016-04-06 00:00","219290",
"2016-04-07 00:00","218463",
"2016-04-08 00:00","214191",
"2016-04-09 00:00","196441",
"2016-04-10 00:00","186954",
"2016-04-11 00:00","230040",
"2016-04-12 00:00","240206",
"2016-04-13 00:00","223506",
"2016-04-14 00:00","227928",
"2016-04-15 00:00","212178",
"2016-04-16 00:00","182004",
"2016-04-17 00:00","192428",
"2016-04-18 00:00","220395",
"2016-04-19 00:00","226511",
"2016-04-20 00:00","216780",
"2016-04-21 00:00","212795",
"2016-04-22 00:00","210976",
"2016-04-23 00:00","185216",
"2016-04-24 00:00","183155",
"2016-04-25 00:00","217564",
"2016-04-26 00:00","250744",
"2016-04-27 00:00","239435",
"2016-04-28 00:00","247957",
